topic,index
2,7208
0,7209
1,7210
2,7211
1,7212
4,7213
3,7214
4,7215
2,7216
4,7217
4,7218
4,7219
4,7220
0,7221
0,7222
0,7223
2,7224
8,7225
4,7226
8,7227
3,7228
2,7229
0,7230
2,7231
8,7232
2,7233
8,7234
2,7235
0,7236
4,7237
7,7238
6,7239
0,7240
2,7241
4,7242
2,7243
1,7244
1,7245
2,7246
4,7247
1,7248
1,7249
1,7250
0,7251
3,7252
2,7253
7,7254
2,7255
1,7256
6,7257
2,7258
4,7259
0,7260
7,7261
1,7262
8,7263
4,7264
4,7265
1,7266
4,7267
2,7268
2,7269
4,7270
3,7271
8,7272
2,7273
2,7274
4,7275
1,7276
0,7277
2,7278
4,7279
2,7280
0,7281
0,7282
2,7283
0,7284
6,7285
8,7286
4,7287
1,7288
6,7289
2,7290
2,7291
3,7292
3,7293
1,7294
8,7295
0,7296
1,7297
1,7298
6,7299
3,7300
3,7301
0,7302
3,7303
8,7304
8,7305
1,7306
3,7307
0,7308
0,7309
4,7310
4,7311
1,7312
0,7313
0,7314
3,7315
2,7316
8,7317
4,7318
4,7319
0,7320
0,7321
4,7322
4,7323
0,7324
2,7325
2,7326
7,7327
0,7328
0,7329
4,7330
4,7331
4,7332
2,7333
3,7334
0,7335
0,7336
8,7337
3,7338
2,7339
0,7340
4,7341
8,7342
3,7343
3,7344
1,7345
0,7346
1,7347
4,7348
4,7349
2,7350
0,7351
4,7352
2,7353
3,7354
8,7355
8,7356
0,7357
0,7358
1,7359
3,7360
3,7361
0,7362
0,7363
1,7364
8,7365
2,7366
8,7367
0,7368
2,7369
4,7370
0,7371
7,7372
0,7373
3,7374
5,7375
4,7376
2,7377
3,7378
4,7379
0,7380
3,7381
1,7382
4,7383
7,7384
2,7385
8,7386
3,7387
4,7388
2,7389
0,7390
3,7391
2,7392
3,7393
2,7394
0,7395
8,7396
4,7397
4,7398
1,7399
2,7400
3,7401
3,7402
4,7403
4,7404
0,7405
6,7406
4,7407
3,7408
0,7409
4,7410
2,7411
2,7412
1,7413
4,7414
0,7415
8,7416
5,7417
0,7418
7,7419
8,7420
7,7421
2,7422
4,7423
2,7424
7,7425
0,7426
4,7427
3,7428
4,7429
3,7430
2,7431
5,7432
1,7433
4,7434
0,7435
3,7436
0,7437
2,7438
2,7439
4,7440
0,7441
8,7442
1,7443
4,7444
0,7445
0,7446
0,7447
2,7448
3,7449
3,7450
2,7451
3,7452
4,7453
0,7454
3,7455
4,7456
1,7457
1,7458
2,7459
1,7460
2,7461
0,7462
2,7463
1,7464
2,7465
4,7466
8,7467
6,7468
0,7469
0,7470
2,7471
2,7472
3,7473
0,7474
4,7475
2,7476
2,7477
2,7478
2,7479
3,7480
1,7481
3,7482
0,7483
0,7484
8,7485
0,7486
0,7487
3,7488
4,7489
2,7490
3,7491
3,7492
8,7493
2,7494
0,7495
4,7496
4,7497
4,7498
0,7499
8,7500
0,7501
6,7502
4,7503
4,7504
3,7505
6,7506
5,7507
4,7508
7,7509
0,7510
3,7511
2,7512
8,7513
8,7514
3,7515
0,7516
2,7517
2,7518
8,7519
0,7520
2,7521
3,7522
2,7523
4,7524
8,7525
0,7526
0,7527
8,7528
1,7529
0,7530
7,7531
4,7532
2,7533
2,7534
4,7535
3,7536
0,7537
2,7538
3,7539
2,7540
3,7541
7,7542
4,7543
0,7544
8,7545
4,7546
2,7547
0,7548
8,7549
2,7550
0,7551
0,7552
2,7553
8,7554
8,7555
2,7556
0,7557
4,7558
0,7559
0,7560
0,7561
5,7562
4,7563
2,7564
1,7565
3,7566
8,7567
2,7568
3,7569
8,7570
8,7571
6,7572
0,7573
2,7574
0,7575
0,7576
4,7577
8,7578
2,7579
3,7580
4,7581
0,7582
4,7583
2,7584
3,7585
2,7586
2,7587
0,7588
0,7589
3,7590
1,7591
2,7592
4,7593
4,7594
4,7595
0,7596
4,7597
4,7598
3,7599
1,7600
8,7601
8,7602
2,7603
0,7604
4,7605
0,7606
3,7607
4,7608
4,7609
3,7610
8,7611
3,7612
8,7613
0,7614
2,7615
0,7616
3,7617
2,7618
0,7619
2,7620
4,7621
8,7622
8,7623
2,7624
0,7625
2,7626
4,7627
0,7628
2,7629
4,7630
1,7631
4,7632
8,7633
0,7634
0,7635
0,7636
2,7637
4,7638
3,7639
2,7640
4,7641
3,7642
2,7643
1,7644
4,7645
0,7646
4,7647
0,7648
0,7649
1,7650
1,7651
2,7652
8,7653
3,7654
4,7655
2,7656
1,7657
0,7658
2,7659
4,7660
3,7661
4,7662
4,7663
6,7664
4,7665
1,7666
8,7667
3,7668
2,7669
5,7670
8,7671
8,7672
2,7673
2,7674
4,7675
2,7676
2,7677
0,7678
2,7679
4,7680
2,7681
4,7682
2,7683
4,7684
1,7685
2,7686
0,7687
3,7688
5,7689
4,7690
2,7691
2,7692
8,7693
8,7694
0,7695
3,7696
0,7697
1,7698
4,7699
1,7700
3,7701
2,7702
2,7703
4,7704
0,7705
4,7706
3,7707
4,7708
4,7709
0,7710
2,7711
1,7712
2,7713
2,7714
0,7715
6,7716
8,7717
4,7718
2,7719
4,7720
8,7721
2,7722
0,7723
4,7724
2,7725
1,7726
0,7727
3,7728
4,7729
0,7730
2,7731
0,7732
0,7733
2,7734
0,7735
4,7736
2,7737
0,7738
6,7739
8,7740
4,7741
0,7742
4,7743
8,7744
0,7745
3,7746
5,7747
4,7748
0,7749
3,7750
2,7751
2,7752
8,7753
0,7754
0,7755
1,7756
4,7757
0,7758
4,7759
8,7760
1,7761
8,7762
2,7763
4,7764
3,7765
0,7766
3,7767
2,7768
4,7769
4,7770
7,7771
7,7772
0,7773
2,7774
7,7775
6,7776
2,7777
0,7778
1,7779
0,7780
4,7781
8,7782
2,7783
2,7784
0,7785
0,7786
2,7787
7,7788
8,7789
3,7790
0,7791
2,7792
1,7793
2,7794
8,7795
0,7796
1,7797
0,7798
0,7799
2,7800
4,7801
3,7802
0,7803
0,7804
1,7805
2,7806
4,7807
4,7808
2,7809
3,7810
0,7811
8,7812
2,7813
0,7814
4,7815
2,7816
4,7817
3,7818
7,7819
3,7820
8,7821
0,7822
4,7823
0,7824
4,7825
3,7826
4,7827
0,7828
4,7829
2,7830
8,7831
0,7832
2,7833
8,7834
4,7835
1,7836
0,7837
2,7838
2,7839
0,7840
8,7841
1,7842
2,7843
2,7844
3,7845
3,7846
1,7847
0,7848
0,7849
8,7850
8,7851
0,7852
1,7853
6,7854
4,7855
2,7856
2,7857
0,7858
8,7859
4,7860
4,7861
2,7862
0,7863
8,7864
1,7865
4,7866
2,7867
8,7868
8,7869
4,7870
1,7871
1,7872
1,7873
0,7874
2,7875
4,7876
0,7877
8,7878
3,7879
2,7880
7,7881
2,7882
1,7883
0,7884
3,7885
4,7886
2,7887
0,7888
0,7889
8,7890
3,7891
0,7892
8,7893
0,7894
2,7895
8,7896
4,7897
7,7898
0,7899
3,7900
0,7901
4,7902
2,7903
0,7904
4,7905
3,7906
4,7907
4,7908
3,7909
0,7910
3,7911
4,7912
4,7913
8,7914
0,7915
3,7916
2,7917
0,7918
0,7919
1,7920
8,7921
2,7922
0,7923
0,7924
1,7925
6,7926
4,7927
3,7928
2,7929
2,7930
0,7931
2,7932
3,7933
2,7934
4,7935
2,7936
2,7937
2,7938
7,7939
0,7940
0,7941
7,7942
1,7943
2,7944
2,7945
0,7946
4,7947
2,7948
2,7949
8,7950
4,7951
2,7952
8,7953
0,7954
4,7955
7,7956
8,7957
4,7958
1,7959
3,7960
8,7961
8,7962
3,7963
4,7964
2,7965
1,7966
8,7967
0,7968
2,7969
1,7970
8,7971
6,7972
1,7973
4,7974
0,7975
1,7976
4,7977
2,7978
0,7979
0,7980
2,7981
2,7982
4,7983
8,7984
1,7985
1,7986
0,7987
0,7988
3,7989
3,7990
8,7991
4,7992
4,7993
2,7994
0,7995
0,7996
2,7997
1,7998
8,7999
0,8000
3,8001
0,8002
4,8003
4,8004
0,8005
2,8006
4,8007
1,8008
0,8009
0,8010
1,8011
2,8012
0,8013
3,8014
0,8015
8,8016
0,8017
1,8018
0,8019
2,8020
6,8021
4,8022
3,8023
0,8024
3,8025
6,8026
2,8027
4,8028
8,8029
0,8030
0,8031
4,8032
8,8033
8,8034
0,8035
1,8036
3,8037
8,8038
4,8039
3,8040
2,8041
2,8042
2,8043
4,8044
3,8045
2,8046
1,8047
3,8048
0,8049
1,8050
3,8051
0,8052
8,8053
2,8054
0,8055
2,8056
4,8057
2,8058
0,8059
3,8060
8,8061
0,8062
4,8063
2,8064
3,8065
2,8066
8,8067
2,8068
3,8069
1,8070
0,8071
2,8072
1,8073
7,8074
6,8075
4,8076
1,8077
4,8078
3,8079
0,8080
2,8081
0,8082
0,8083
0,8084
4,8085
2,8086
2,8087
0,8088
3,8089
2,8090
4,8091
0,8092
1,8093
0,8094
8,8095
5,8096
0,8097
3,8098
0,8099
0,8100
3,8101
4,8102
3,8103
0,8104
0,8105
2,8106
4,8107
8,8108
0,8109
4,8110
4,8111
2,8112
7,8113
1,8114
4,8115
2,8116
0,8117
0,8118
4,8119
4,8120
2,8121
0,8122
8,8123
1,8124
7,8125
8,8126
2,8127
4,8128
8,8129
3,8130
8,8131
4,8132
1,8133
1,8134
4,8135
4,8136
2,8137
0,8138
4,8139
1,8140
2,8141
0,8142
4,8143
1,8144
0,8145
0,8146
4,8147
2,8148
3,8149
4,8150
0,8151
8,8152
3,8153
4,8154
0,8155
4,8156
6,8157
8,8158
7,8159
1,8160
3,8161
4,8162
2,8163
8,8164
4,8165
0,8166
0,8167
4,8168
6,8169
8,8170
0,8171
3,8172
1,8173
2,8174
4,8175
0,8176
0,8177
5,8178
4,8179
4,8180
1,8181
3,8182
4,8183
4,8184
5,8185
8,8186
0,8187
4,8188
3,8189
2,8190
3,8191
5,8192
3,8193
4,8194
7,8195
8,8196
2,8197
4,8198
4,8199
8,8200
0,8201
2,8202
0,8203
2,8204
0,8205
8,8206
0,8207
4,8208
1,8209
3,8210
8,8211
3,8212
2,8213
4,8214
8,8215
2,8216
2,8217
3,8218
2,8219
3,8220
3,8221
3,8222
4,8223
2,8224
2,8225
1,8226
4,8227
4,8228
2,8229
2,8230
8,8231
3,8232
4,8233
0,8234
4,8235
5,8236
0,8237
4,8238
0,8239
4,8240
0,8241
0,8242
3,8243
2,8244
0,8245
2,8246
7,8247
2,8248
4,8249
8,8250
2,8251
4,8252
2,8253
3,8254
4,8255
8,8256
0,8257
8,8258
8,8259
2,8260
8,8261
4,8262
0,8263
3,8264
3,8265
1,8266
8,8267
0,8268
2,8269
2,8270
1,8271
4,8272
1,8273
8,8274
2,8275
4,8276
3,8277
7,8278
7,8279
2,8280
0,8281
7,8282
8,8283
4,8284
4,8285
2,8286
8,8287
7,8288
0,8289
8,8290
2,8291
3,8292
1,8293
0,8294
1,8295
3,8296
0,8297
0,8298
2,8299
2,8300
8,8301
0,8302
2,8303
0,8304
1,8305
0,8306
0,8307
4,8308
8,8309
2,8310
8,8311
5,8312
0,8313
8,8314
2,8315
3,8316
1,8317
4,8318
2,8319
2,8320
4,8321
3,8322
3,8323
0,8324
4,8325
0,8326
2,8327
3,8328
2,8329
4,8330
3,8331
2,8332
2,8333
4,8334
2,8335
2,8336
4,8337
2,8338
4,8339
0,8340
2,8341
4,8342
4,8343
8,8344
0,8345
3,8346
0,8347
2,8348
4,8349
4,8350
1,8351
0,8352
3,8353
2,8354
2,8355
2,8356
0,8357
0,8358
3,8359
3,8360
3,8361
8,8362
1,8363
3,8364
0,8365
1,8366
4,8367
0,8368
3,8369
2,8370
8,8371
2,8372
0,8373
7,8374
0,8375
3,8376
8,8377
1,8378
8,8379
1,8380
1,8381
0,8382
8,8383
4,8384
4,8385
4,8386
1,8387
0,8388
0,8389
1,8390
0,8391
2,8392
1,8393
8,8394
1,8395
2,8396
2,8397
3,8398
8,8399
3,8400
2,8401
1,8402
0,8403
4,8404
0,8405
2,8406
0,8407
0,8408
8,8409
0,8410
4,8411
3,8412
0,8413
4,8414
2,8415
0,8416
8,8417
8,8418
0,8419
8,8420
3,8421
5,8422
4,8423
6,8424
4,8425
4,8426
2,8427
4,8428
3,8429
4,8430
0,8431
2,8432
1,8433
8,8434
0,8435
7,8436
8,8437
7,8438
3,8439
3,8440
3,8441
3,8442
4,8443
1,8444
1,8445
2,8446
4,8447
0,8448
2,8449
8,8450
4,8451
8,8452
8,8453
8,8454
0,8455
8,8456
0,8457
8,8458
8,8459
2,8460
0,8461
3,8462
0,8463
2,8464
0,8465
7,8466
0,8467
0,8468
4,8469
8,8470
2,8471
3,8472
8,8473
0,8474
4,8475
0,8476
3,8477
4,8478
0,8479
8,8480
3,8481
5,8482
2,8483
2,8484
0,8485
0,8486
0,8487
4,8488
4,8489
3,8490
2,8491
2,8492
5,8493
2,8494
4,8495
3,8496
0,8497
3,8498
8,8499
1,8500
8,8501
3,8502
4,8503
2,8504
1,8505
4,8506
2,8507
1,8508
2,8509
2,8510
3,8511
2,8512
4,8513
0,8514
3,8515
2,8516
4,8517
8,8518
2,8519
1,8520
3,8521
7,8522
4,8523
4,8524
0,8525
8,8526
4,8527
4,8528
2,8529
2,8530
1,8531
7,8532
3,8533
3,8534
4,8535
1,8536
1,8537
2,8538
8,8539
2,8540
8,8541
1,8542
8,8543
3,8544
2,8545
3,8546
3,8547
1,8548
4,8549
3,8550
4,8551
2,8552
4,8553
8,8554
4,8555
8,8556
4,8557
2,8558
0,8559
2,8560
4,8561
0,8562
3,8563
4,8564
8,8565
4,8566
2,8567
2,8568
4,8569
4,8570
1,8571
1,8572
3,8573
2,8574
1,8575
4,8576
8,8577
4,8578
0,8579
8,8580
0,8581
2,8582
2,8583
0,8584
8,8585
3,8586
3,8587
7,8588
4,8589
4,8590
2,8591
8,8592
8,8593
0,8594
0,8595
3,8596
0,8597
4,8598
2,8599
4,8600
0,8601
7,8602
0,8603
8,8604
8,8605
0,8606
2,8607
3,8608
8,8609
4,8610
2,8611
2,8612
8,8613
3,8614
4,8615
3,8616
1,8617
2,8618
2,8619
8,8620
1,8621
0,8622
0,8623
2,8624
0,8625
0,8626
7,8627
1,8628
4,8629
1,8630
5,8631
2,8632
2,8633
0,8634
4,8635
2,8636
8,8637
4,8638
1,8639
4,8640
3,8641
4,8642
4,8643
8,8644
8,8645
2,8646
8,8647
1,8648
0,8649
0,8650
0,8651
0,8652
4,8653
0,8654
4,8655
4,8656
8,8657
1,8658
2,8659
7,8660
0,8661
0,8662
2,8663
1,8664
2,8665
7,8666
2,8667
0,8668
0,8669
3,8670
7,8671
1,8672
1,8673
7,8674
0,8675
0,8676
4,8677
2,8678
4,8679
0,8680
7,8681
0,8682
2,8683
0,8684
2,8685
3,8686
2,8687
6,8688
3,8689
1,8690
0,8691
3,8692
4,8693
1,8694
4,8695
3,8696
8,8697
1,8698
4,8699
0,8700
4,8701
0,8702
2,8703
2,8704
3,8705
0,8706
2,8707
2,8708
0,8709
3,8710
0,8711
3,8712
4,8713
0,8714
2,8715
4,8716
3,8717
3,8718
2,8719
7,8720
0,8721
3,8722
4,8723
3,8724
0,8725
7,8726
3,8727
4,8728
8,8729
3,8730
3,8731
8,8732
4,8733
3,8734
1,8735
8,8736
2,8737
1,8738
8,8739
3,8740
4,8741
4,8742
1,8743
2,8744
3,8745
2,8746
3,8747
0,8748
8,8749
2,8750
5,8751
8,8752
0,8753
8,8754
7,8755
2,8756
6,8757
0,8758
3,8759
3,8760
0,8761
8,8762
0,8763
2,8764
8,8765
1,8766
0,8767
0,8768
0,8769
2,8770
8,8771
8,8772
0,8773
0,8774
3,8775
0,8776
2,8777
3,8778
0,8779
3,8780
0,8781
3,8782
0,8783
4,8784
0,8785
4,8786
4,8787
3,8788
1,8789
5,8790
2,8791
8,8792
0,8793
3,8794
2,8795
0,8796
0,8797
8,8798
0,8799
8,8800
3,8801
2,8802
4,8803
3,8804
8,8805
3,8806
0,8807
3,8808
0,8809
4,8810
3,8811
4,8812
4,8813
4,8814
1,8815
1,8816
0,8817
4,8818
0,8819
0,8820
0,8821
4,8822
8,8823
0,8824
3,8825
3,8826
6,8827
7,8828
2,8829
0,8830
0,8831
6,8832
5,8833
4,8834
8,8835
0,8836
3,8837
0,8838
0,8839
4,8840
2,8841
3,8842
3,8843
1,8844
3,8845
2,8846
3,8847
2,8848
8,8849
2,8850
3,8851
0,8852
8,8853
0,8854
1,8855
4,8856
0,8857
0,8858
0,8859
3,8860
1,8861
1,8862
6,8863
2,8864
2,8865
1,8866
4,8867
0,8868
0,8869
8,8870
0,8871
0,8872
5,8873
8,8874
0,8875
7,8876
2,8877
0,8878
1,8879
4,8880
1,8881
8,8882
0,8883
7,8884
3,8885
3,8886
0,8887
4,8888
3,8889
0,8890
0,8891
2,8892
8,8893
0,8894
3,8895
5,8896
1,8897
7,8898
4,8899
0,8900
4,8901
0,8902
3,8903
8,8904
1,8905
0,8906
8,8907
0,8908
0,8909
2,8910
4,8911
8,8912
8,8913
2,8914
2,8915
0,8916
2,8917
0,8918
2,8919
0,8920
0,8921
8,8922
3,8923
4,8924
0,8925
8,8926
7,8927
0,8928
4,8929
7,8930
0,8931
1,8932
3,8933
1,8934
0,8935
0,8936
8,8937
0,8938
0,8939
2,8940
0,8941
3,8942
0,8943
3,8944
0,8945
3,8946
0,8947
7,8948
3,8949
1,8950
0,8951
8,8952
1,8953
3,8954
8,8955
3,8956
3,8957
2,8958
3,8959
6,8960
1,8961
0,8962
3,8963
1,8964
8,8965
0,8966
5,8967
3,8968
8,8969
1,8970
1,8971
3,8972
4,8973
3,8974
0,8975
7,8976
0,8977
0,8978
8,8979
2,8980
8,8981
0,8982
3,8983
3,8984
4,8985
2,8986
0,8987
3,8988
6,8989
7,8990
2,8991
8,8992
3,8993
2,8994
7,8995
0,8996
0,8997
4,8998
0,8999
8,9000
0,9001
2,9002
4,9003
4,9004
7,9005
3,9006
0,9007
1,9008
7,9009
4,9010
3,9011
3,9012
2,9013
8,9014
4,9015
3,9016
3,9017
0,9018
8,9019
3,9020
4,9021
0,9022
2,9023
2,9024
0,9025
7,9026
2,9027
7,9028
3,9029
0,9030
1,9031
1,9032
4,9033
4,9034
7,9035
3,9036
3,9037
0,9038
3,9039
7,9040
8,9041
0,9042
2,9043
3,9044
3,9045
0,9046
8,9047
3,9048
2,9049
2,9050
4,9051
3,9052
0,9053
3,9054
3,9055
5,9056
8,9057
3,9058
8,9059
3,9060
3,9061
7,9062
8,9063
2,9064
4,9065
4,9066
0,9067
1,9068
3,9069
8,9070
0,9071
0,9072
0,9073
7,9074
8,9075
8,9076
8,9077
8,9078
6,9079
0,9080
0,9081
3,9082
4,9083
2,9084
3,9085
4,9086
3,9087
7,9088
0,9089
2,9090
8,9091
0,9092
0,9093
4,9094
8,9095
8,9096
3,9097
6,9098
2,9099
3,9100
3,9101
0,9102
4,9103
0,9104
0,9105
4,9106
2,9107
4,9108
8,9109
0,9110
0,9111
3,9112
3,9113
8,9114
0,9115
2,9116
0,9117
1,9118
4,9119
8,9120
0,9121
2,9122
3,9123
8,9124
8,9125
8,9126
4,9127
0,9128
8,9129
0,9130
8,9131
1,9132
2,9133
3,9134
8,9135
0,9136
2,9137
6,9138
1,9139
0,9140
0,9141
2,9142
0,9143
1,9144
1,9145
8,9146
3,9147
3,9148
8,9149
4,9150
4,9151
8,9152
2,9153
8,9154
0,9155
2,9156
0,9157
0,9158
0,9159
8,9160
3,9161
4,9162
1,9163
2,9164
2,9165
1,9166
8,9167
1,9168
8,9169
0,9170
0,9171
8,9172
6,9173
8,9174
0,9175
0,9176
4,9177
4,9178
8,9179
0,9180
2,9181
8,9182
0,9183
0,9184
3,9185
1,9186
1,9187
0,9188
0,9189
3,9190
3,9191
3,9192
3,9193
7,9194
4,9195
4,9196
0,9197
6,9198
0,9199
7,9200
3,9201
6,9202
3,9203
7,9204
3,9205
1,9206
0,9207
4,9208
3,9209
1,9210
0,9211
1,9212
0,9213
3,9214
3,9215
1,9216
0,9217
3,9218
5,9219
0,9220
4,9221
3,9222
0,9223
0,9224
2,9225
0,9226
3,9227
1,9228
5,9229
1,9230
0,9231
0,9232
0,9233
6,9234
4,9235
3,9236
1,9237
0,9238
7,9239
2,9240
1,9241
4,9242
0,9243
3,9244
1,9245
3,9246
4,9247
0,9248
8,9249
3,9250
4,9251
4,9252
4,9253
0,9254
3,9255
3,9256
0,9257
8,9258
5,9259
3,9260
0,9261
4,9262
8,9263
8,9264
3,9265
3,9266
1,9267
0,9268
0,9269
0,9270
0,9271
4,9272
3,9273
3,9274
3,9275
2,9276
3,9277
3,9278
8,9279
4,9280
0,9281
8,9282
1,9283
2,9284
3,9285
3,9286
4,9287
2,9288
7,9289
0,9290
8,9291
0,9292
0,9293
2,9294
2,9295
3,9296
3,9297
0,9298
2,9299
8,9300
1,9301
5,9302
5,9303
8,9304
7,9305
4,9306
3,9307
7,9308
0,9309
0,9310
1,9311
8,9312
6,9313
3,9314
3,9315
0,9316
3,9317
1,9318
0,9319
0,9320
4,9321
0,9322
3,9323
4,9324
0,9325
3,9326
4,9327
6,9328
8,9329
1,9330
3,9331
2,9332
4,9333
2,9334
0,9335
0,9336
8,9337
0,9338
3,9339
7,9340
6,9341
3,9342
3,9343
3,9344
3,9345
0,9346
0,9347
4,9348
5,9349
0,9350
3,9351
2,9352
0,9353
3,9354
0,9355
3,9356
3,9357
0,9358
5,9359
5,9360
6,9361
0,9362
0,9363
3,9364
3,9365
8,9366
7,9367
2,9368
3,9369
7,9370
0,9371
2,9372
4,9373
4,9374
3,9375
1,9376
0,9377
3,9378
0,9379
8,9380
4,9381
4,9382
0,9383
4,9384
0,9385
2,9386
0,9387
2,9388
3,9389
0,9390
0,9391
3,9392
4,9393
0,9394
8,9395
0,9396
2,9397
6,9398
1,9399
3,9400
3,9401
4,9402
3,9403
2,9404
3,9405
4,9406
0,9407
3,9408
3,9409
0,9410
3,9411
0,9412
7,9413
1,9414
4,9415
0,9416
0,9417
8,9418
7,9419
2,9420
0,9421
6,9422
4,9423
4,9424
0,9425
3,9426
0,9427
6,9428
3,9429
0,9430
3,9431
8,9432
2,9433
0,9434
2,9435
0,9436
4,9437
0,9438
0,9439
7,9440
1,9441
3,9442
1,9443
8,9444
0,9445
0,9446
1,9447
0,9448
3,9449
4,9450
1,9451
3,9452
3,9453
0,9454
7,9455
0,9456
3,9457
0,9458
0,9459
1,9460
0,9461
2,9462
7,9463
8,9464
2,9465
4,9466
3,9467
2,9468
3,9469
8,9470
3,9471
1,9472
3,9473
4,9474
0,9475
4,9476
8,9477
2,9478
0,9479
1,9480
0,9481
3,9482
2,9483
2,9484
4,9485
8,9486
7,9487
2,9488
3,9489
6,9490
0,9491
4,9492
4,9493
6,9494
3,9495
1,9496
3,9497
3,9498
0,9499
0,9500
3,9501
4,9502
3,9503
0,9504
3,9505
4,9506
8,9507
0,9508
2,9509
8,9510
0,9511
8,9512
2,9513
3,9514
0,9515
2,9516
4,9517
8,9518
4,9519
3,9520
7,9521
3,9522
0,9523
0,9524
3,9525
1,9526
2,9527
2,9528
3,9529
2,9530
2,9531
0,9532
0,9533
0,9534
4,9535
0,9536
3,9537
0,9538
4,9539
6,9540
0,9541
3,9542
0,9543
3,9544
2,9545
3,9546
8,9547
0,9548
1,9549
3,9550
0,9551
0,9552
3,9553
4,9554
1,9555
8,9556
2,9557
0,9558
7,9559
0,9560
0,9561
0,9562
1,9563
3,9564
3,9565
0,9566
6,9567
1,9568
4,9569
7,9570
6,9571
3,9572
0,9573
8,9574
0,9575
3,9576
4,9577
4,9578
3,9579
2,9580
4,9581
3,9582
3,9583
8,9584
4,9585
0,9586
3,9587
2,9588
3,9589
4,9590
1,9591
3,9592
3,9593
0,9594
0,9595
7,9596
4,9597
3,9598
4,9599
0,9600
0,9601
7,9602
3,9603
3,9604
6,9605
2,9606
4,9607
4,9608
3,9609
8,9610
4,9611
8,9612
4,9613
3,9614
0,9615
1,9616
4,9617
3,9618
4,9619
0,9620
3,9621
8,9622
0,9623
0,9624
4,9625
4,9626
3,9627
3,9628
3,9629
8,9630
5,9631
8,9632
0,9633
2,9634
3,9635
4,9636
4,9637
7,9638
3,9639
2,9640
0,9641
0,9642
3,9643
8,9644
5,9645
0,9646
2,9647
0,9648
3,9649
0,9650
0,9651
4,9652
4,9653
2,9654
0,9655
2,9656
3,9657
3,9658
0,9659
4,9660
3,9661
0,9662
0,9663
3,9664
2,9665
8,9666
4,9667
8,9668
4,9669
0,9670
0,9671
7,9672
5,9673
2,9674
0,9675
2,9676
0,9677
8,9678
4,9679
0,9680
0,9681
0,9682
2,9683
0,9684
3,9685
3,9686
0,9687
0,9688
3,9689
1,9690
2,9691
1,9692
0,9693
3,9694
0,9695
0,9696
8,9697
8,9698
0,9699
0,9700
0,9701
4,9702
6,9703
3,9704
7,9705
3,9706
7,9707
3,9708
4,9709
4,9710
0,9711
2,9712
2,9713
8,9714
3,9715
0,9716
3,9717
2,9718
3,9719
3,9720
1,9721
8,9722
1,9723
2,9724
0,9725
3,9726
0,9727
3,9728
2,9729
8,9730
2,9731
4,9732
0,9733
4,9734
6,9735
1,9736
8,9737
0,9738
4,9739
3,9740
1,9741
3,9742
0,9743
2,9744
2,9745
4,9746
4,9747
1,9748
3,9749
2,9750
3,9751
3,9752
0,9753
8,9754
8,9755
4,9756
0,9757
6,9758
0,9759
4,9760
2,9761
0,9762
0,9763
4,9764
3,9765
3,9766
8,9767
2,9768
6,9769
3,9770
3,9771
6,9772
4,9773
0,9774
1,9775
2,9776
4,9777
3,9778
0,9779
0,9780
5,9781
0,9782
8,9783
4,9784
7,9785
3,9786
8,9787
3,9788
4,9789
4,9790
4,9791
3,9792
0,9793
3,9794
0,9795
4,9796
4,9797
0,9798
0,9799
1,9800
0,9801
3,9802
0,9803
3,9804
0,9805
3,9806
0,9807
4,9808
4,9809
3,9810
0,9811
8,9812
7,9813
8,9814
6,9815
4,9816
3,9817
1,9818
0,9819
4,9820
5,9821
3,9822
3,9823
4,9824
3,9825
1,9826
4,9827
7,9828
7,9829
2,9830
0,9831
3,9832
1,9833
3,9834
6,9835
3,9836
3,9837
3,9838
1,9839
4,9840
0,9841
0,9842
6,9843
3,9844
8,9845
8,9846
3,9847
1,9848
6,9849
4,9850
2,9851
7,9852
2,9853
8,9854
4,9855
0,9856
3,9857
3,9858
3,9859
0,9860
2,9861
0,9862
0,9863
0,9864
4,9865
4,9866
0,9867
1,9868
4,9869
0,9870
3,9871
6,9872
2,9873
4,9874
8,9875
0,9876
3,9877
3,9878
3,9879
2,9880
0,9881
3,9882
8,9883
1,9884
3,9885
3,9886
4,9887
0,9888
1,9889
3,9890
4,9891
4,9892
8,9893
0,9894
8,9895
8,9896
3,9897
6,9898
3,9899
4,9900
3,9901
8,9902
3,9903
8,9904
0,9905
0,9906
0,9907
3,9908
3,9909
1,9910
0,9911
3,9912
3,9913
0,9914
3,9915
4,9916
5,9917
3,9918
3,9919
3,9920
1,9921
4,9922
0,9923
0,9924
1,9925
4,9926
2,9927
3,9928
3,9929
8,9930
0,9931
7,9932
2,9933
0,9934
2,9935
3,9936
3,9937
4,9938
3,9939
0,9940
7,9941
4,9942
3,9943
3,9944
4,9945
0,9946
7,9947
2,9948
2,9949
8,9950
0,9951
0,9952
0,9953
8,9954
0,9955
3,9956
0,9957
0,9958
3,9959
0,9960
0,9961
0,9962
3,9963
3,9964
3,9965
3,9966
4,9967
1,9968
2,9969
5,9970
3,9971
3,9972
2,9973
8,9974
3,9975
0,9976
4,9977
3,9978
3,9979
3,9980
2,9981
0,9982
0,9983
2,9984
4,9985
1,9986
6,9987
8,9988
3,9989
0,9990
4,9991
0,9992
3,9993
2,9994
7,9995
3,9996
0,9997
2,9998
1,9999
0,10000
4,10001
4,10002
3,10003
1,10004
0,10005
6,10006
